WMO,Cycle,Category,CYCLE_NUMBER,LATITUDE,LONGITUDE,TIME
5904673,NA,1,26,-59.078,-163.456,2017-01-18
5904673,NA,1,104,-59.859,-117.181,2019-02-19
5904673,NA,1,53,-55.72,-146.06,2017-10-15
5904673,NA,1,80,-62.918,-120.46,2018-07-12
5904673,NA,1,19,-58.481,-166.924,2016-11-09
5904673,NA,1,83,-63.557,-119.683,2018-08-11
5904673,NA,1,105,-59.843,-117.221,2019-02-19
5904673,NA,2,64,-59.845,-131.465,2018-02-02
5904673,NA,1,56,-57.377,-138.73,2017-11-14
5904673,NA,2,10,-60.265,-167.901,2016-08-10
5904673,NA,1,21,-58.297,-165.583,2016-11-29
5904673,NA,1,23,-58.538,-164.58,2016-12-19
5904673,NA,2,41,-56.425,-154.654,2017-06-17
5904673,NA,1,112,-59.743,-117.499,2019-02-23
5904673,NA,1,60,-59.713,-133.794,2017-12-24
5904673,NA,1,55,-56.43,-142.169,2017-11-04
5904673,NA,2,88,-62.697,-115.027,2018-09-30
2903392,NA,1,92,45.528,151.454,2021-09-20
2903392,NA,1,106,46.054,152.729,2021-11-29
2903392,NA,2,99,45.504,152.297,2021-10-25
2903392,NA,2,130,45.396,154.547,2022-03-29
2903392,NA,2,162,42.667,153.072,2022-09-05
2903392,NA,1,89,46.048,152.359,2021-09-05
2903392,NA,1,166,42.607,153.451,2022-09-25
2903392,NA,1,94,44.994,151.751,2021-09-30
2903392,NA,1,76,46.181,155.13,2021-07-02
2903392,NA,1,146,44.035,152.832,2022-06-17
2903392,NA,1,165,42.433,153.218,2022-09-20
2903392,NA,1,93,45.07,151.25,2021-09-25
2903392,NA,1,78,45.541,154.792,2021-07-12
2903392,NA,1,164,42.414,153.207,2022-09-15
5906339,NA,2,52,15.219,-59.648,2022-09-01
6902901,NA,2,20,42.82623666666667,7.212081666666666,2019-01-30
6902901,NA,1,21,42.717841666666665,7.27969,2019-02-02
5905555,NA,1,33,-55.972833333333334,153.11973,2024-02-12
2903463,NA,2,7,3.5111,-99.9227,2023-07-26
5905071,NA,1,41,-44.256,77.297,2019-01-20
5905071,NA,1,59,-38.409,82.654,2019-07-19
5905071,NA,1,38,-43.979,77.701,2018-12-21
5905071,NA,2,63,-37.159,82.717,2019-08-28
5905071,NA,1,36,-45.678,78.617,2018-12-01
5905071,NA,2,53,-40.089,85.74,2019-05-20
5905071,NA,2,35,-46.349,76.016,2018-11-21
5905071,NA,2,43,-43.962,77.709,2019-02-09
6903828,NA,2,20,36.069295,21.855071666666667,2023-03-16
6903828,NA,2,6,35.47913,22.213343333333334,2023-01-05
6903828,NA,1,8,35.411046666666664,22.187315,2023-01-15
6903828,NA,1,13,35.454925,21.781026666666666,2023-02-09
6903828,NA,1,7,35.442658333333334,22.211061666666662,2023-01-10
6903828,NA,2,10,35.416018333333334,22.122753333333332,2023-01-25
6903828,NA,1,18,35.80354333333333,20.918856666666667,2023-03-06
5906444,NA,2,3,-51.455,-159.622,2022-12-21
5906444,NA,1,15,-51.8546,-154.6299,2023-04-20
5906444,NA,1,17,-51.5182,-152.5451,2023-05-09
5906444,NA,1,7,-51.427,-158.357,2023-01-30
5906444,NA,1,13,-51.3871,-154.2584,2023-03-31
5906444,NA,1,8,-51.667,-156.214,2023-02-09
5906444,NA,1,14,-51.4072,-154.5579,2023-04-10
5906444,NA,1,2,-51.893,-159.899,2022-12-11
5906444,NA,2,46,-51.0637,-126.7523,2024-02-21
5906444,NA,1,10,-51.276,-154.387,2023-03-01
5906444,NA,2,1,-51.224,-160.054,2022-12-01
5906444,NA,2,47,-50.5506,-126.8662,2024-03-02
5906444,NA,2,6,-51.853,-158.74,2023-01-20
5906444,NA,1,26,-49.1758,-148.9337,2023-08-07
5906244,NA,2,111,-31.986,-24.565,2023-04-29
5906244,NA,2,116,-31.274,-27.289,2023-06-20
5906207,NA,1,130,-53.523,129.993,2023-09-01
5906207,NA,1,75,-50.712,85.021,2022-02-14
5906207,NA,1,91,-47.777,94.215,2022-07-28
5906207,NA,1,100,-47.162,97.637,2022-10-28
5906207,NA,1,131,-54.213,131.424,2023-09-11
5906207,NA,2,103,-47.954,99.524,2022-11-28
5906207,NA,1,163,-51.174,138.941,2024-08-05
5906213,NA,2,85,-43.828,-53.592,2022-04-22
5906213,NA,1,93,-41.543,-48.138,2022-07-14
5906213,NA,1,120,-38.874,-35.606,2023-04-21
5906213,NA,1,68,-54.15,-51.077,2021-10-28
5906293,NA,2,140,48.712,-128.111,2024-02-17
6901485,NA,2,99,63.10158666666667,-57.14075833333333,2015-01-05
6901485,NA,1,178,52.09343666666667,-50.157621666666664,2016-02-28
6901485,NA,1,160,60.025235,-58.427501666666664,2015-09-26
6901485,NA,1,24,63.550506666666664,-32.07581833333333,2013-09-02
6901485,NA,1,175,53.74336666666667,-51.644776666666665,2016-02-13
6901485,NA,2,133,62.16578666666667,-58.211423333333336,2015-06-01
6902734,NA,1,375,-45.723765,101.68103333333332,2019-12-04
6902734,NA,1,297,-50.87630333333333,91.06454,2019-03-03
6902734,NA,2,280,-50.26779833333333,88.31276666666666,2019-01-10
6902734,NA,2,323,-47.68341,98.10478166666668,2019-07-11
6902734,NA,2,386,-46.09226666666667,108.33223,2019-12-26
6902734,NA,2,270,-50.58871833333333,87.722755,2018-12-21
6902734,NA,1,378,-45.976215,103.61270666666668,2019-12-10
6902734,NA,1,316,-48.932273333333335,97.46203333333334,2019-06-06
6902734,NA,2,315,-49.18738333333334,97.24497166666669,2019-06-01
6902734,NA,2,379,-46.50039666666667,104.27182333333332,2019-12-12
6902734,NA,2,296,-51.203975,91.41380166666669,2019-02-26
6902734,NA,2,264,-53.331073333333336,84.788875,2018-12-09
6902734,NA,2,116,-48.01016833333333,74.200825,2017-10-01
6902734,NA,1,248,-55.12461,86.93416,2018-11-07
6902734,NA,2,373,-46.17212333333333,100.61191,2019-11-30
6902734,NA,2,383,-46.60395833333333,106.57258,2019-12-20
6902734,NA,2,374,-45.99539166666667,101.08838833333331,2019-12-02
6902734,NA,1,376,-45.482868333333336,102.37960666666666,2019-12-06
6902734,NA,1,279,-50.63964166666667,88.741945,2019-01-07
6902734,NA,2,307,-48.74789666666667,97.57959666666666,2019-04-22
6902734,NA,1,381,-46.970951666666664,105.31281333333334,2019-12-16
6902734,NA,1,384,-46.26415,107.26243833333334,2019-12-22
6902734,NA,2,269,-51.38357333333333,87.49025333333333,2018-12-19
6902734,NA,1,267,-52.499745,86.085605,2018-12-15
6902734,NA,2,329,-46.76365666666667,97.40368333333332,2019-08-10
6902734,NA,2,317,-48.64968833333333,97.61714833333332,2019-06-11
6902734,NA,1,273,-50.77427,88.26736333333334,2018-12-27
6902734,NA,2,284,-50.086018333333335,90.23585333333334,2019-01-17
6902734,NA,1,380,-46.852291666666666,104.83668333333334,2019-12-14
5904846,NA,1,3,-47.432,144.891,2018-02-06
5904846,NA,1,101,-38.27,136.438,2020-10-12
5904179,NA,2,122,-54.96,-146.383,2017-08-26
5904179,NA,2,124,-57.502,-137.173,2017-09-16
5904179,NA,1,78,-54.899,-168.71,2016-05-29
5904179,NA,2,148,-61.529,-116.466,2018-05-22
5904179,NA,1,74,-55.318,-168.111,2016-04-18
5904179,NA,2,9,-59.78,178.602,2014-06-17
5904179,NA,1,129,-56.662,-130.705,2017-11-07
5904179,NA,1,135,-59.371,-127.179,2018-01-08
5904179,NA,1,158,-61.969,-118.312,2018-09-02
5904179,NA,2,175,-64.39,-108.35,2019-02-24
5904179,NA,2,138,-58.503,-120.152,2018-02-08
5904179,NA,2,128,-56.394,-131.734,2017-10-28
5904179,NA,2,106,-54.562,-162.928,2017-03-14
5904179,NA,1,123,-56.066,-141.335,2017-09-06
5904179,NA,1,164,-61.58,-114.829,2018-11-03
5904179,NA,1,132,-57.666,-130.447,2017-12-08
5904179,NA,1,130,-57.588,-130.374,2017-11-17
5904179,NA,1,114,-54.255,-157.857,2017-06-04
5904179,NA,2,105,-54.254,-163.21,2017-03-04
5906438,NA,1,32,43.89,-47.83,2022-03-18
5906438,NA,1,86,43.644,-48.416,2023-09-13
5906438,NA,1,36,42.658,-49.146,2022-04-27
5906438,NA,1,51,43.48,-43.255,2022-09-26
5906438,NA,1,39,41.305,-48.477,2022-05-28
5906438,NA,1,90,42.026,-49.624,2023-10-23
5906438,NA,1,49,42.382,-46.124,2022-09-05
5906438,NA,1,82,43.734,-46.028,2023-08-03
5906438,NA,1,52,43.713,-41.796,2022-10-06
5903586,NA,1,124,13.527,47.674,2013-09-15
5903586,NA,1,54,19.508,58.724,2012-09-17
5903586,NA,1,51,20.989,59.718,2012-09-01
5903586,NA,1,187,14.429,49.414,2014-08-09
5903586,NA,1,58,18.247,58.004,2012-10-08
5903586,NA,1,188,14.42,49.402,2014-08-14
5903586,NA,1,53,20.143,59.047,2012-09-12
5903586,NA,2,123,13.532,47.773,2013-09-10
5903586,NA,1,55,18.736,58.39,2012-09-22
5903586,NA,1,126,13.216,47.108,2013-09-26
5903586,NA,2,145,13.345,49.944,2014-01-03
5903586,NA,2,117,13.245,49.589,2013-08-10
5904984,NA,1,51,-58.611,-40.922,2018-05-14
5904984,NA,2,59,-58.415,-39.967,2018-08-02
5904984,NA,1,77,-58.863,-34.097,2019-01-29
5904984,NA,1,32,-58.758,-45.718,2017-11-05
5904984,NA,2,17,-56.914,-52.748,2017-06-08
5904984,NA,2,50,-58.468,-41.08,2018-05-04
5904984,NA,2,75,-58.277,-34.912,2019-01-09
5904984,NA,2,61,-58.626,-38.74,2018-08-22
5904984,NA,1,19,-58.01,-51.901,2017-06-28
5904984,NA,1,52,-58.695,-40.326,2018-05-23
5904984,NA,1,62,-58.49,-37.407,2018-09-01
5904984,NA,2,47,-58.825,-41.847,2018-04-04
5904984,NA,1,81,-58.973,-32.928,2019-03-10
5904984,NA,1,46,-59.247,-43.441,2018-03-25
5904984,NA,1,80,-58.5,-32.739,2019-02-28
5904984,NA,2,48,-58.511,-41.725,2018-04-14
5904984,NA,2,18,-58.162,-53.683,2017-06-18
5904984,NA,2,68,-57.914,-37.166,2018-10-31
5904984,NA,2,25,-57.331,-46.123,2017-08-27
5904984,NA,1,29,-58.968,-46.033,2017-10-06
5904984,NA,2,15,-56.251,-57.609,2017-05-18
5904984,NA,2,31,-59.142,-46.242,2017-10-26
5904984,NA,2,70,-57.728,-37.266,2018-11-20
5904984,NA,1,24,-57.578,-48.737,2017-08-17
5904984,NA,1,35,-58.712,-44.271,2017-12-05
5904984,NA,2,69,-57.572,-37.408,2018-11-10
5905556,NA,2,32,-57.04549333333333,155.78603666666666,2024-01-19
5906544,NA,2,4,-63.847,-85.1311,2022-12-22
5905079,NA,2,72,-59.174,-70.563,2019-02-10
5905079,NA,1,100,-53.669,-54.445,2019-11-19
5905079,NA,2,74,-59.552,-66.68,2019-03-02
5905079,NA,2,101,-53.058,-56.227,2019-11-29
5905079,NA,1,33,-55.911,-105.921,2018-01-12
5905079,NA,1,9,-53.172,-117.025,2017-05-14
5905079,NA,1,87,-51.66,-52.544,2019-07-11
5905079,NA,1,69,-57.949,-73.274,2019-01-11
5905079,NA,1,71,-58.693,-70.961,2019-01-31
5905079,NA,1,31,-57.389,-109.931,2017-12-23
5905079,NA,1,76,-56.004,-64.773,2019-03-22
5905079,NA,1,32,-56.55,-108.246,2018-01-02
1902454,NA,1,32,2.9053,60.0211,2024-04-08
1902454,NA,2,24,2.9426,63.2357,2024-01-19
1902454,NA,2,33,3.144,59.1798,2024-04-18
5904473,NA,1,57,-46.312,58.272,2016-08-28
5904473,NA,1,66,-44.675,69.279,2016-11-30
3902122,NA,2,110,11.798091666666666,-25.827348333333333,2018-12-12
3902122,NA,2,219,10.049968333333334,-26.471813333333333,2020-06-10
3902122,NA,2,34,11.112583333333331,-27.343043333333338,2017-11-27
3902122,NA,1,280,10.764968333333334,-25.364886666666667,2021-04-11
3902122,NA,2,281,10.686248333333332,-25.525328333333334,2021-04-16
5906220,NA,1,35,-50.724,93.953,2021-01-06
5906220,NA,2,76,-49.787,107.864,2022-03-04
5906220,NA,1,56,-49.116,102.314,2021-08-10
5906220,NA,1,38,-51.525,99.298,2021-02-06
5906220,NA,1,34,-50.538,92.556,2020-12-26
5906220,NA,1,36,-49.786,96.257,2021-01-16
5906220,NA,2,29,-50.178,88.265,2020-11-05
5906220,NA,1,31,-49.416,88.079,2020-11-25
5906220,NA,2,24,-48.575,84.074,2020-09-14
5906220,NA,2,77,-50.412,109.069,2022-03-15
5906220,NA,2,51,-50.74,99.348,2021-06-20
5906220,NA,2,37,-50.893,97.644,2021-01-26
5906220,NA,1,62,-49.62,101.406,2021-10-11
5906209,NA,1,46,-46.529,86.315,2021-04-16
5906209,NA,2,107,-46.373,118.978,2023-01-01
5906209,NA,2,37,-44.541,83.205,2021-01-13
5906209,NA,1,49,-47.619,90.373,2021-05-16
5906209,NA,2,73,-45.161,117.262,2022-01-17
5906209,NA,2,15,-45.655,64.329,2020-06-02
5906209,NA,2,62,-44.975,97.992,2021-09-26
5906209,NA,1,3,-44.245,57.324,2020-01-31
5906209,NA,1,22,-45.18,75.239,2020-08-13
4903462,NA,2,34,7.765,-51.3878,2023-10-02
4903462,NA,2,3,8.233,-49.163,2022-11-25
5906226,NA,2,31,-60.319,-53.778,2020-12-05
5906226,NA,1,32,-59.782,-53.291,2020-12-15
5906226,NA,2,67,-58.374,-39.024,2021-12-14
5906226,NA,1,60,-57.013,-43.054,2021-10-02
5906226,NA,2,46,-59.369,-48.781,2021-05-09
5906226,NA,1,66,-58.204,-40.56,2021-12-03
5906226,NA,1,51,-58.843,-49.478,2021-07-01
5906226,NA,1,59,-56.898,-43.608,2021-09-22
5906226,NA,2,98,-54.626,-21.043,2022-11-02
5906226,NA,1,52,-57.412,-46.931,2021-07-11
5905996,NA,2,34,-51.07,20.183,2019-11-18
5905996,NA,1,114,-46.675,48.746,2022-01-28
5905996,NA,2,126,-44.754,55.163,2022-05-28
5905996,NA,2,109,-48.96,47.49,2021-12-09
7900561,NA,2,81,17.99053,-18.65796,2020-09-01
7900561,NA,2,69,18.2969,-20.28188,2020-07-03
7900561,NA,2,22,17.43236,-20.63442,2019-12-27
7900561,NA,2,105,18.64064,-19.86124,2020-12-30
7900561,NA,2,80,18.04096,-18.80023,2020-08-27
7900561,NA,1,21,17.43838,-20.6256,2019-12-25
7900561,NA,2,70,18.3016,-20.19829,2020-07-08
7900561,NA,1,53,18.47842,-20.7072,2020-04-14
5905505,NA,2,86,-41.33900833333333,157.0556816666667,2022-10-03
5906623,NA,2,248,-48.6893735,147.57501833333333,2022-12-09
5906623,NA,2,194,-50.03799566666667,140.79814733333333,2022-03-15
5906623,NA,2,249,-48.67028833333333,147.55228566666668,2022-12-14
5906033,NA,1,63,-66.99519051253645,15.613284595904291,2020-12-30
5906033,NA,2,141,-65.845,13.645,2023-02-24
5906033,NA,2,139,-65.79,13.501,2023-02-04
5906033,NA,2,78,-65.97135491227993,14.52447681743925,2021-05-31
5906033,NA,2,3,-65.639,28.516,2019-05-09
5904672,NA,2,62,-56.886,-141.199,2018-01-09
5904672,NA,2,56,-56.785,-147.806,2017-11-09
5904672,NA,2,60,-55.451,-145.262,2017-12-20
5904672,NA,2,19,-61.342,-164.088,2016-11-04
5904468,NA,2,70,-66.235,4.378,2016-12-30
5904468,NA,2,36,-63.879,2.773,2016-01-15
5904468,NA,2,90,-65.39,0.61,2017-07-24
5904468,NA,2,73,-66.827,4.171,2017-01-30
5904468,NA,2,64,-66.058,4.428,2016-10-29
5904468,NA,2,75,-66.722,3.734,2017-02-19
5904468,NA,2,92,-65.081,0.063,2017-08-13
5904468,NA,2,96,-64.938,0.426,2017-09-24
5905080,NA,2,7,-62.505,-126.506,2017-04-20
5905080,NA,1,26,-64.45706301892608,-122.37180706715208,2017-10-30
5904479,NA,1,95,53.071,-22.164,2015-05-23
5904479,NA,1,21,53.098,-24.759,2014-04-28
5904479,NA,1,29,52.546,-23.385,2014-06-09
5904479,NA,1,32,53.71,-22.555,2014-06-25
5904479,NA,2,27,52.325,-24.483,2014-05-30
5904479,NA,1,40,52.613,-21.019,2014-08-06
5904479,NA,1,39,53.354,-21.557,2014-08-01
5906310,NA,1,84,-35.9596,-151.4344,2023-04-23
5906310,NA,1,8,-41.899,-149.871,2021-03-24
5905073,NA,2,44,-49.165,89.285,2018-02-11
5905073,NA,2,72,-52.097,116.933,2018-11-19
5905073,NA,1,22,-49.781,79.054,2017-07-06
5905073,NA,2,10,-47.255,65.312,2017-03-16
5905073,NA,2,92,-53.723,125.039,2019-06-06
5905073,NA,2,39,-49.078,86.005,2017-12-23
5905073,NA,2,28,-50.776,86.664,2017-09-04
5905073,NA,2,48,-50.835,93.293,2018-03-23
5905073,NA,2,61,-50.875,107.238,2018-08-01
5905073,NA,2,45,-49.532,89.73,2018-02-21
5905073,NA,1,29,-50.703,86.526,2017-09-14
5905073,NA,1,30,-49.124,87.494,2017-09-24
5905073,NA,1,37,-48.514,87.141,2017-12-03
5905073,NA,2,94,-54.204,125.717,2019-06-26
5905073,NA,2,43,-49.003,88.332,2018-02-01
5905073,NA,1,42,-48.832,87.387,2018-01-22
5905073,NA,2,25,-50.242,82.006,2017-08-05
5905073,NA,2,97,-55.286,126.724,2019-07-26
5905073,NA,2,15,-46.253,73.206,2017-04-26
5905073,NA,2,51,-49.802,97.187,2018-04-22
5906441,NA,2,49,37.496,-125.401,2021-10-04
1901339,NA,2,576,-47.387,83.937,2014-07-20
1901339,NA,2,611,-48.287,86.184,2014-08-01
1901339,NA,1,623,-48.43762908258566,86.52648456117477,2014-08-05
1901339,NA,2,410,-48.596,79.253,2014-05-30
1901339,NA,1,613,-48.3244740584798,86.3194427328705,2014-08-02
5906581,NA,1,45,-60.3559,178.1322,2024-04-12
5906581,NA,1,33,-60.8215,177.1462,2023-12-10
2903453,NA,1,31,-56.0128,152.1314,2024-02-03
2903453,NA,1,44,-51.0826,156.8637,2024-06-16
2903453,NA,1,39,-52.7896,157.5578,2024-04-26
2902275,NA,2,133,20.905048,65.468964,2021-04-14
6902967,NA,2,2,69.48525083333334,-61.058838,2019-07-15
5904688,NA,1,100,-58.365,171.851,2018-12-24
5904688,NA,2,86,-54.711,162.633,2018-08-01
5904688,NA,2,106,-59.337,176.601,2019-02-24
5904688,NA,1,157,-61.921,-169.837,2020-08-04
5904688,NA,1,77,-52.494,148.678,2018-04-30
5904688,NA,2,90,-56.336,164.501,2018-09-12
5904688,NA,2,81,-53.818,153.589,2018-06-11
5904688,NA,2,73,-54.394,149.388,2018-03-20
5904688,NA,1,74,-53.157,151.073,2018-03-31
5904688,NA,1,75,-52.203,148.541,2018-04-10
5904688,NA,2,84,-56.896,158.425,2018-07-12
5904688,NA,1,34,-49.069,124.341,2017-02-10
5904688,NA,2,103,-59.098,172.866,2019-01-24
5904688,NA,2,69,-50.605,141.147,2018-02-07
5906246,NA,1,41,-38.04,11.049,2021-05-12
5906249,NA,1,93,-40.623,10.582,2022-10-29
5906249,NA,1,109,-39.527,10.365,2023-04-12
5906249,NA,1,123,-36.746,13.737,2023-09-03
5906249,NA,1,55,-39.442,6.842,2021-10-03
5906249,NA,2,120,-37.978,16.025,2023-08-04
5906249,NA,2,30,-41.646,8.062,2021-01-18
5906249,NA,1,22,-40.912,7.044,2020-10-28
6902737,NA,2,180,-52.509665,83.3846,2018-01-22
6902737,NA,1,208,-53.89503166666667,92.365215,2018-04-08
6902737,NA,1,90,-49.395318333333336,76.34043333333334,2017-05-07
6902737,NA,1,140,-50.60171666666667,83.209725,2017-11-03
6902737,NA,2,115,-51.74393166666667,79.810745,2017-09-07
6902737,NA,2,152,-50.888235,83.57534333333334,2017-11-27
6902737,NA,1,218,-53.70426666666667,94.24748,2018-05-28
6902737,NA,2,139,-50.452623333333335,83.34235333333334,2017-11-02
6902737,NA,1,207,-54.35808166666666,91.680495,2018-04-03
6902737,NA,2,211,-53.76849333333333,93.15668666666669,2018-04-23
6902737,NA,1,209,-53.721575,93.17096,2018-04-13
6902737,NA,1,118,-51.064135,81.1542,2017-09-16
6902737,NA,1,110,-48.582701666666665,79.07866333333334,2017-08-15
6902737,NA,1,196,-53.70534,89.19604333333334,2018-02-24
6902737,NA,1,137,-49.871015,82.97187666666667,2017-10-29
6902737,NA,1,190,-53.11546833333333,89.42418,2018-02-12
6902737,NA,1,193,-53.663473333333336,90.35987,2018-02-18
6902737,NA,1,240,-55.023801666666664,94.51952166666666,2018-09-11
6902737,NA,2,121,-49.698528333333336,81.61014666666667,2017-09-25
6902737,NA,1,194,-53.78284166666667,90.03092166666667,2018-02-20
6902737,NA,1,186,-53.31572333333333,86.36084166666667,2018-02-04
6902737,NA,1,136,-49.682633333333335,82.46526166666666,2017-10-27
6902737,NA,1,117,-51.34092833333333,80.886,2017-09-13
6902737,NA,2,92,-49.01300666666667,77.03331833333333,2017-05-17
6902737,NA,1,119,-50.82033,81.33647,2017-09-19
6902737,NA,1,187,-53.018155,87.139355,2018-02-06
6902737,NA,1,138,-50.175243333333334,83.25645166666666,2017-10-31
6902737,NA,2,226,-53.52066333333333,95.46044,2018-07-07
6902737,NA,2,124,-50.258045,82.804775,2017-10-03
6902737,NA,1,197,-53.79703666666666,88.85570833333334,2018-02-26
2903467,NA,1,29,-10.0245,91.6955,2024-04-13
2902092,NA,2,52,18.943268347413316,64.60474314635653,2014-04-19
2902092,NA,1,65,19.311978380104037,64.76586732908083,2014-08-27
2902092,NA,2,63,19.20859345733528,64.58755371947751,2014-08-07
6903127,NA,2,247,73.17960016666666,-67.89462950000001,2023-08-18
6903127,NA,2,251,72.9873475,-67.44854749999999,2023-08-25
5906248,NA,1,37,-56.9638,-41.5281,2023-11-19
5906248,NA,1,29,-58.0843,-50.7351,2023-08-28
5906248,NA,2,53,-54.011,-34.892,2024-05-04
5906248,NA,1,28,-58.2515,-52.5826,2023-08-17
5906248,NA,1,34,-57.2529,-45.064,2023-10-19
5906006,NA,2,18,-59.317,-20.56,2019-08-29
6904241,NA,2,15,57.38087466666666,-47.9144545,2022-10-08
6904241,NA,1,36,57.248309666666664,-44.72779466666666,2023-05-06
6904241,NA,2,40,56.85836116666666,-46.946599166666665,2023-06-16
6904241,NA,1,26,56.93590133333334,-46.00772883333334,2023-01-26
6904241,NA,2,39,56.821279999999994,-46.30332383333333,2023-06-05
6904241,NA,1,35,57.299875500000006,-44.6034945,2023-04-25
6904241,NA,1,33,57.32813566666667,-43.740898,2023-04-05
6904241,NA,2,51,56.425669,-46.30979383333333,2023-10-04
5906509,NA,2,32,-61.906,-175.8882,2023-11-18
5906509,NA,2,25,-62.3561,-177.8718,2023-09-10
5906509,NA,2,35,-61.2651,-178.6803,2023-12-18
5906509,NA,1,34,-61.549,-177.8654,2023-12-08
4903750,NA,2,6,-52.0873,116.2652,2024-04-09
6901514,NA,2,34,62.967101666666665,-23.214075,2013-06-15
5905076,NA,1,1,-57.178,-126.307,2017-02-22
5905076,NA,1,6,-57.786,-124.063,2017-04-13
5905076,NA,1,29,-57.427,-107.831,2017-12-01
5905076,NA,1,89,-56.081,-63.065,2019-07-28
5905076,NA,2,69,-59.342,-82.013,2019-01-08
5905076,NA,2,99,-52.99,-53.355,2019-11-06
5905076,NA,2,105,-50.864,-53.777,2020-01-05
5905076,NA,1,102,-51.238,-54.681,2019-12-06
5905076,NA,1,82,-57.095,-73.908,2019-05-19
5905076,NA,1,35,-58.493,-104.586,2018-01-30
5905076,NA,1,31,-56.405,-108.068,2017-12-21
5905076,NA,1,30,-57.024,-108.168,2017-12-11
5905076,NA,2,54,-57.358,-92.786,2018-08-10
5905076,NA,1,81,-57.579,-73.902,2019-05-08
5905076,NA,1,27,-57.301,-106.021,2017-11-11
5905076,NA,1,48,-56.953,-94.162,2018-06-11
5905076,NA,2,120,-47.436,-54.113,2020-06-03
5905076,NA,1,75,-59.452,-76.862,2019-03-09
7900562,NA,2,123,41.7695,6.84237,2021-04-22
7900562,NA,2,124,41.82857,6.93053,2021-04-27
7900562,NA,1,29,41.53608,5.45974,2020-01-08
7900562,NA,1,59,40.85354,5.51603,2020-06-06
7900562,NA,1,197,39.83615100370293,5.482215425761415,2022-04-27
7900562,NA,1,200,39.73591971372394,5.4495707821622705,2022-05-12
7900562,NA,1,223,38.966623166694205,5.199016173864782,2022-09-04
7900562,NA,2,33,41.50912,5.06581,2020-01-28
7900562,NA,1,198,39.80266260433896,5.471308483805744,2022-05-02
7900562,NA,2,137,42.47248,6.28634,2021-07-01
7900562,NA,1,186,40.20392404101936,5.601996581237772,2022-03-03
7900562,NA,1,190,40.070184620757175,5.558438569457918,2022-03-23
7900562,NA,1,26,42.34044,5.77581,2019-12-24
7900562,NA,2,37,41.21085,5.01524,2020-02-17
7900562,NA,1,209,39.435030546374755,5.351573244337343,2022-06-26
7900562,NA,2,211,39.367941629599954,5.329722844347231,2022-07-06
7900562,NA,2,28,41.69562,5.74633,2020-01-03
7900562,NA,2,24,42.44968,5.68965,2019-12-14
7900562,NA,1,187,40.170406470845414,5.591080138549397,2022-03-08
7900562,NA,2,210,39.40157642464692,5.340677466372634,2022-07-01
7900562,NA,1,27,41.96698,5.92868,2019-12-29
7900562,NA,2,194,39.93646191374419,5.514886001068677,2022-04-12
7900562,NA,1,22,42.45653,6.22121,2019-12-04
7900562,NA,1,202,39.66899259048671,5.4277730772175055,2022-05-22
5904924,NA,2,240,-16.0101,75.6845,2016-06-14
5904924,NA,2,342,-14.4162,62.0908,2017-04-16
5904924,NA,1,345,-14.067,61.4259,2017-04-25
5904924,NA,2,285,-14.0532,65.3317,2016-10-27
5904924,NA,1,228,-15.9693,77.0694,2016-05-09
5904924,NA,2,327,-14.9893,63.8955,2017-03-02
5904924,NA,2,219,-15.6296,78.3599,2016-04-12
5904924,NA,2,357,-11.2499,57.8901,2017-05-31
5904924,NA,2,270,-14.9206,68.3712,2016-09-12
5904924,NA,1,189,-16.2045,80.532,2016-01-13
5904924,NA,2,324,-14.4024,63.7179,2017-02-21
5904924,NA,1,261,-15.3141,71.1127,2016-08-16
5904924,NA,1,276,-14.9256,66.5267,2016-09-30
5906546,NA,1,48,-54.0565,-137.3497,2024-03-31
5906546,NA,1,5,-53.446,-177.249,2023-01-14
5906546,NA,1,49,-53.513,-136.4899,2024-04-10
5906546,NA,1,1,-48.102,-175.641,2022-12-04
5906546,NA,1,44,-52.7471,-140.9072,2024-02-19
5906546,NA,1,45,-53.2447,-138.8649,2024-02-29
5906546,NA,1,32,-51.8905,-163.433,2023-10-19
5906546,NA,1,27,-53.9731,-162.2064,2023-08-28
5906546,NA,1,33,-50.9832,-161.307,2023-10-29
5906546,NA,1,60,-57.5156,-125.5883,2024-08-01
5906546,NA,1,47,-54.1259,-137.5891,2024-03-20
6901649,NA,2,99,41.41222833333333,4.39634,2015-07-31
6901649,NA,1,159,41.43696666666666,4.807115,2016-03-23
6901649,NA,1,176,40.89230166666667,3.287123333333333,2016-05-17
6901649,NA,2,9,40.683771666666665,5.966541666666666,2014-07-23
6901649,NA,2,172,41.30289166666667,3.797048333333333,2016-05-05
5905167,NA,1,185,-37.5668,152.0141,2016-12-31
5905167,NA,1,184,-37.6542,152.0908,2016-12-31
5906308,NA,2,36,-42.545,-80.594,2021-10-21
5906308,NA,1,131,-36.6821,-76.5736,2024-06-24
5906489,NA,2,36,-36.487,-50.26,2023-02-12
5906489,NA,1,71,-34.185,-45.541,2024-02-07
5906489,NA,1,37,-35.369,-49.241,2023-02-22
5906489,NA,1,31,-35.951,-44.7,2022-12-22
5906489,NA,2,81,-38.877,-40.678,2024-05-20
5905441,NA,1,24,-29.634,155.472,2020-01-30
5905441,NA,1,56,-27.295,158.001,2020-12-16
5905441,NA,2,129,-32.41,155.501,2022-12-26
