CYCLE_NUMBER,LATITUDE,LONGITUDE,WMO,Category,TIME,PRES_ADJUSTED,CONSISTENT_ANOM
38,-64.702461,66.656174,2902299,3,2021-02-16,340,1
39,-64.203339,66.321159,2902299,0,2021-02-26,540,1
73,-64.891663,79.079521,2902299,2,2022-02-01,300,1
74,-64.977264,76.959793,2902299,2,2022-02-11,300,0
75,-65.165,76.741,2902299,0,2022-02-21,380,1
65,13.054,142.204,2902762,0,2021-02-23,220,1
108,12.36,144.014,2902762,0,2021-07-02,260,0
111,12.363,143.884,2902762,0,2021-07-11,300,0
113,12.454,143.802,2902762,0,2021-07-17,340,0
115,12.632,143.799,2902762,0,2021-07-23,340,0
138,13.487,146.76,2902762,0,2021-09-30,340,0
140,13.479,147.438,2902762,0,2021-10-06,260,0
141,13.303,147.595,2902762,0,2021-10-09,300,0
142,13.127,147.701,2902762,0,2021-10-12,300,0
145,12.726,147.648,2902762,0,2021-10-21,660,1
170,11.268,145.038,2902762,0,2022-01-04,500,0
173,11.377,145.201,2902762,0,2022-01-13,220,0
188,12.231,144.484,2902762,0,2022-02-27,220,0
204,11.452,143.43,2902762,0,2022-04-16,220,0
50,49.258,161.793,2903210,0,2017-10-15,660,1
60,49.905,163.787,2903210,0,2017-11-04,420,1
102,51.665,164.476,2903210,0,2018-04-17,500,0
119,49.314,160.654,2903210,0,2018-10-04,500,0
120,49.203,160.411,2903210,0,2018-10-14,500,0
132,49.421,162.945,2903210,0,2019-02-11,380,0
135,48.98,163.634,2903210,0,2019-03-13,500,1
137,48.822,163.658,2903210,0,2019-04-02,420,1
155,48.237,165.793,2903210,0,2019-07-06,420,0
176,47.674,164.38,2903210,0,2019-10-19,460,0
5,33.224,142.368,2903329,0,2018-02-02,220,1
6,33.214,142.313,2903329,0,2018-02-03,220,1
7,33.2,142.286,2903329,0,2018-02-04,220,1
8,33.182,142.277,2903329,0,2018-02-05,220,1
9,33.176,142.255,2903329,0,2018-02-06,260,1
10,33.179,142.232,2903329,0,2018-02-07,260,1
17,33.305,142.207,2903329,0,2018-02-14,220,1
18,33.303,142.251,2903329,0,2018-02-15,220,1
19,33.296,142.307,2903329,0,2018-02-16,220,1
28,33.008,142.566,2903329,0,2018-02-25,260,1
34,32.82,142.416,2903329,0,2018-03-03,220,1
36,32.744,142.211,2903329,0,2018-03-05,340,1
44,32.383,141.632,2903329,0,2018-03-13,220,1
45,32.421,141.65,2903329,0,2018-03-14,220,1
50,32.795,141.567,2903329,0,2018-03-19,340,1
53,32.989,141.494,2903329,0,2018-03-22,300,1
54,33.034,141.504,2903329,0,2018-03-23,300,1
57,33.113,141.524,2903329,0,2018-03-26,300,1
58,33.116,141.526,2903329,0,2018-03-27,300,1
59,33.146,141.51,2903329,0,2018-03-28,340,1
63,33.416,141.447,2903329,0,2018-04-01,380,1
65,33.59,141.42,2903329,0,2018-04-03,260,0
70,34.071,141.429,2903329,0,2018-04-08,260,1
71,34.168,141.482,2903329,0,2018-04-09,300,1
72,34.277,141.551,2903329,0,2018-04-10,300,1
78,35.078,142.178,2903329,0,2018-04-16,300,1
8,33.134,142.223,2903330,0,2018-02-05,260,1
9,33.126,142.194,2903330,0,2018-02-06,220,1
10,33.138,142.165,2903330,0,2018-02-07,220,1
14,33.222,142.117,2903330,0,2018-02-11,220,1
15,33.264,142.136,2903330,0,2018-02-12,220,1
17,33.271,142.184,2903330,0,2018-02-14,220,1
20,33.269,142.309,2903330,0,2018-02-17,220,1
21,33.239,142.348,2903330,0,2018-02-18,220,1
22,33.214,142.363,2903330,0,2018-02-19,300,1
28,33.103,142.528,2903330,0,2018-02-25,220,1
33,32.95,142.481,2903330,0,2018-03-02,260,1
45,32.408,141.419,2903330,0,2018-03-14,220,1
46,32.414,141.419,2903330,0,2018-03-15,260,1
59,33.073,141.264,2903330,0,2018-03-28,340,1
62,33.289,141.217,2903330,0,2018-03-31,340,1
66,33.72,141.229,2903330,3,2018-04-04,300,1
67,33.825,141.223,2903330,0,2018-04-05,300,1
68,33.986,141.241,2903330,0,2018-04-06,260,1
76,46.181,155.13,2903392,1,2021-07-02,260,1
77,45.929,155.14,2903392,1,2021-07-07,300,0
78,45.541,154.792,2903392,1,2021-07-12,380,1
79,45.419,153.927,2903392,2,2021-07-17,340,0
83,45.49,153.763,2903392,0,2021-08-06,380,0
85,45.577,153.897,2903392,0,2021-08-16,620,1
86,45.727,153.728,2903392,2,2021-08-21,460,0
89,46.048,152.359,2903392,1,2021-09-05,300,1
92,45.528,151.454,2903392,1,2021-09-20,580,1
93,45.07,151.25,2903392,1,2021-09-25,380,1
94,44.994,151.751,2903392,1,2021-09-30,460,1
99,45.504,152.297,2903392,2,2021-10-25,340,1
100,45.827,152.499,2903392,1,2021-10-30,340,0
101,46.052,152.623,2903392,1,2021-11-04,340,1
103,46.191,152.402,2903392,2,2021-11-14,540,1
104,45.865,152.53,2903392,4,2021-11-19,340,0
105,45.973,152.802,2903392,0,2021-11-24,220,1
106,46.054,152.729,2903392,1,2021-11-29,340,1
111,45.791,153.939,2903392,0,2021-12-24,700,1
112,45.727,154.289,2903392,2,2021-12-29,340,0
115,44.648,153.235,2903392,0,2022-01-13,220,1
117,44.928,152.257,2903392,0,2022-01-23,260,1
121,45.518,154.132,2903392,0,2022-02-12,220,1
124,45.186,154.092,2903392,0,2022-02-27,260,1
130,45.396,154.547,2903392,2,2022-03-29,380,1
131,44.98,154.307,2903392,1,2022-04-03,220,1
132,44.879,153.739,2903392,2,2022-04-08,300,0
133,44.493,153.659,2903392,3,2022-04-13,260,0
134,44.558,153.584,2903392,1,2022-04-18,340,1
136,44.356,153.418,2903392,1,2022-04-28,300,0
137,44.482,153.31,2903392,2,2022-05-03,260,1
139,43.979,153.181,2903392,0,2022-05-13,500,0
140,44.082,152.752,2903392,2,2022-05-18,300,0
142,44.252,152.778,2903392,2,2022-05-28,420,1
143,44.029,152.863,2903392,2,2022-06-02,420,1
144,44.217,152.674,2903392,2,2022-06-07,340,1
145,44.025,152.648,2903392,1,2022-06-12,260,0
146,44.035,152.832,2903392,1,2022-06-17,220,0
148,43.896,152.661,2903392,3,2022-06-27,540,1
149,43.77,152.569,2903392,2,2022-07-02,260,1
151,43.793,152.474,2903392,0,2022-07-12,540,1
152,43.761,152.622,2903392,0,2022-07-17,540,0
153,43.714,152.699,2903392,0,2022-07-22,500,1
156,43.51,152.4,2903392,2,2022-08-06,460,1
157,43.481,152.437,2903392,0,2022-08-11,340,1
158,43.422,152.605,2903392,0,2022-08-16,340,1
159,43.243,152.697,2903392,1,2022-08-21,260,1
160,42.948,152.807,2903392,2,2022-08-26,460,1
161,42.69,153.055,2903392,2,2022-08-31,420,1
162,42.667,153.072,2903392,2,2022-09-05,260,1
163,42.498,153.291,2903392,0,2022-09-10,420,1
164,42.414,153.207,2903392,1,2022-09-15,260,1
165,42.433,153.218,2903392,1,2022-09-20,260,1
166,42.607,153.451,2903392,1,2022-09-25,340,1
23,46.259,164.109,2903393,3,2020-10-11,660,1
26,46.061,163.574,2903393,2,2020-10-26,300,1
28,45.991,163.451,2903393,0,2020-11-05,500,1
29,45.918,163.455,2903393,2,2020-11-10,580,1
46,47.402,164.124,2903393,0,2021-02-03,300,0
47,47.432,164.321,2903393,0,2021-02-08,260,0
59,47.257,164.855,2903393,0,2021-04-09,420,0
70,46.552,166.788,2903393,0,2021-06-03,620,0
93,45.494,172.144,2903393,0,2021-09-26,380,1
99,46.194,173.133,2903393,0,2021-10-26,580,0
100,46.096,173.37,2903393,0,2021-10-31,340,1
101,46.029,173.598,2903393,0,2021-11-05,420,1
103,46.061,173.94,2903393,0,2021-11-15,420,1
109,47.025,174.501,2903393,3,2021-12-15,460,0
111,47.637,174.833,2903393,0,2021-12-25,500,0
112,47.789,175.031,2903393,0,2021-12-30,500,0
116,47.527,175.831,2903393,1,2022-01-19,580,0
117,47.41,176.031,2903393,0,2022-01-24,620,0
123,47.057,177.35,2903393,0,2022-02-23,660,0
131,47.429,178.215,2903393,0,2022-04-04,220,0
132,47.536,178.263,2903393,0,2022-04-09,420,0
5,32.846,143.84,2903394,0,2019-05-30,220,1
7,33.049,143.587,2903394,0,2019-06-01,220,1
18,36.352,143.96,2903394,2,2019-07-02,500,0
22,35.317,146.794,2903394,1,2019-07-22,500,0
23,36.018,148.061,2903394,0,2019-07-27,340,0
24,36.092,149.466,2903394,0,2019-08-01,460,0
25,36.101,150.558,2903394,1,2019-08-06,420,0
26,35.982,151.444,2903394,1,2019-08-11,620,0
27,35.983,152.206,2903394,2,2019-08-16,580,0
28,35.599,152.954,2903394,1,2019-08-21,460,0
30,34.823,155.068,2903394,3,2019-08-31,380,0
31,35.16,155.989,2903394,0,2019-09-05,300,0
32,35.268,156.599,2903394,0,2019-09-10,380,0
33,35.743,156.873,2903394,3,2019-09-15,340,0
34,36.286,156.764,2903394,1,2019-09-20,380,0
35,36.583,156.768,2903394,1,2019-09-25,380,0
36,36.747,156.942,2903394,0,2019-09-30,260,1
38,37.007,157.021,2903394,0,2019-10-10,260,0
39,37.019,156.99,2903394,1,2019-10-15,260,0
40,37.077,157.098,2903394,0,2019-10-20,220,0
42,37.728,158.568,2903394,2,2019-10-30,260,0
43,37.7,159.492,2903394,1,2019-11-04,220,1
44,37.222,160.193,2903394,1,2019-11-09,500,0
45,36.606,160.505,2903394,0,2019-11-14,620,0
47,35.348,161.104,2903394,0,2019-11-24,300,1
52,36.134,162.499,2903394,0,2019-12-19,300,0
53,36.445,162.241,2903394,0,2019-12-24,300,0
54,36.79,161.987,2903394,0,2019-12-29,220,0
55,37.035,161.755,2903394,0,2020-01-03,260,0
59,37.371,161.36,2903394,0,2020-01-23,220,0
61,37.396,161.786,2903394,0,2020-02-02,260,0
77,37.697,163.718,2903394,3,2020-04-22,260,1
79,37.457,163.59,2903394,1,2020-05-02,260,0
80,37.032,163.541,2903394,0,2020-05-07,340,0
82,36.082,163.605,2903394,0,2020-05-17,220,0
87,35.241,163.077,2903394,1,2020-06-11,260,0
90,35.312,164.607,2903394,3,2020-06-26,220,0
93,35.011,166.565,2903394,0,2020-07-11,580,0
97,34.516,169.24,2903394,0,2020-07-31,220,1
102,33.241,171.104,2903394,0,2020-08-25,340,1
106,33.223,172.073,2903394,0,2020-09-14,260,1
137,35.628,168.123,2903394,0,2021-02-16,220,1
141,35.947,167.405,2903394,0,2021-03-08,460,1
150,36.625,168.594,2903394,0,2021-04-22,220,0
151,36.737,168.527,2903394,0,2021-04-27,260,0
186,40.62,161.939,2903394,0,2021-10-19,220,1
187,40.729,162.066,2903394,0,2021-10-24,220,1
189,40.97,162.406,2903394,0,2021-11-03,260,1
194,40.928,163.45,2903394,0,2021-11-28,260,0
195,40.781,163.622,2903394,0,2021-12-03,220,0
196,40.672,163.676,2903394,0,2021-12-08,340,0
197,40.676,163.75,2903394,0,2021-12-13,220,0
201,40.553,163.911,2903394,0,2022-01-02,260,0
202,40.524,163.941,2903394,0,2022-01-07,220,0
205,40.33,164.031,2903394,0,2022-01-22,260,0
206,40.392,164.027,2903394,0,2022-01-27,340,0
207,40.447,164.072,2903394,0,2022-02-01,220,0
214,40.454,164.311,2903394,0,2022-03-08,220,1
57,44.462,152.465,2903395,2,2020-01-13,460,1
59,44.733,151.131,2903395,1,2020-01-23,420,0
60,44.531,151.092,2903395,2,2020-01-28,380,0
62,44.657,150.54,2903395,1,2020-02-07,220,1
63,44.313,149.874,2903395,3,2020-02-12,380,1
65,44.056,149.998,2903395,2,2020-02-22,340,0
68,43.996,148.732,2903395,2,2020-03-08,460,0
69,43.574,148.408,2903395,2,2020-03-13,300,0
70,43.44,148.488,2903395,1,2020-03-18,380,1
71,43.514,148.63,2903395,2,2020-03-23,260,0
74,43.417,147.517,2903395,1,2020-04-07,500,0
79,41.939,148.534,2903395,2,2020-05-02,540,0
80,42.22,148.887,2903395,1,2020-05-07,540,0
81,42.543,149.069,2903395,2,2020-05-12,420,0
87,43.634,149.156,2903395,0,2020-06-11,300,0
92,43.11,148.174,2903395,2,2020-07-06,260,0
96,42.888,148.039,2903395,2,2020-07-26,540,0
99,42.732,148.635,2903395,2,2020-08-10,540,0
100,42.681,149.034,2903395,2,2020-08-15,420,0
101,42.72,149.277,2903395,1,2020-08-20,220,0
104,42.815,149.518,2903395,2,2020-09-04,580,0
113,42.987,149.89,2903395,2,2020-10-19,340,1
114,43.096,149.617,2903395,2,2020-10-24,580,1
124,40.643,145.337,2903395,2,2020-12-13,540,1
127,39.28,146.153,2903395,0,2020-12-28,300,0
128,38.776,146.297,2903395,3,2021-01-02,220,0
129,38.23,146.164,2903395,1,2021-01-07,220,0
132,35.83,146.249,2903395,1,2021-01-22,580,0
134,34.817,145.425,2903395,1,2021-02-01,660,0
142,35.201,143.927,2903395,2,2021-03-13,580,0
143,35.023,143.713,2903395,2,2021-03-18,220,1
144,35.297,144.034,2903395,1,2021-03-23,220,1
149,37.5,144.367,2903395,1,2021-04-17,620,0
155,35.983,145.792,2903395,1,2021-05-17,660,0
156,35.43,146.292,2903395,2,2021-05-22,660,0
158,36.35,148.747,2903395,1,2021-06-01,420,0
159,36.893,150.113,2903395,3,2021-06-06,460,0
160,36.402,151.359,2903395,1,2021-06-11,540,0
161,35.992,151.853,2903395,1,2021-06-14,620,0
164,35.623,152.623,2903395,1,2021-06-20,660,0
166,35.371,152.904,2903395,1,2021-06-23,380,1
167,35.331,152.951,2903395,1,2021-06-23,700,NA
168,35.288,153.003,2903395,1,2021-06-24,700,NA
8,44.439,154.799,2903396,0,2019-09-01,340,1
13,44.231,154.549,2903396,0,2019-09-05,380,1
14,44.209,154.518,2903396,0,2019-09-06,380,0
15,44.179,154.476,2903396,0,2019-09-07,300,0
17,44.14,154.412,2903396,0,2019-09-09,380,1
18,44.133,154.409,2903396,0,2019-09-10,420,1
23,44.106,154.362,2903396,3,2019-09-15,460,1
26,44.08,154.436,2903396,3,2019-09-17,420,1
27,44.076,154.472,2903396,0,2019-09-18,260,1
33,44.132,154.765,2903396,2,2019-09-24,300,1
35,44.156,154.821,2903396,3,2019-09-25,260,1
39,44.193,155.044,2903396,0,2019-09-29,340,1
31,-56.0128,152.1314,2903453,1,2024-02-03,260,1
39,-52.7896,157.5578,2903453,1,2024-04-26,380,1
43,-51.2948,157.7772,2903453,3,2024-06-06,420,0
44,-51.0826,156.8637,2903453,1,2024-06-16,420,0
48,-50.5615,158.2514,2903453,0,2024-07-27,460,1
51,-50.0178,160.2526,2903453,0,2024-08-27,460,0
4,-63.7229,146.3331,2903454,0,2023-05-03,700,1
11,-65.0195962440985,154.9027390241475,2903454,0,2023-07-14,540,1
19,-64.857,158.601,2903454,0,2023-10-05,540,1
20,-64.912,158.877,2903454,0,2023-10-15,500,1
30,-65.78458869067197,160.93403586341432,2903454,0,2024-01-26,300,1
18,-56.8453,-130.0613,2903455,1,2023-12-03,420,1
19,-57.0471,-129.366,2903455,0,2023-12-13,420,1
21,-57.1665,-128.4998,2903455,1,2024-01-03,380,0
22,-57.2516,-127.9512,2903455,2,2024-01-13,420,0
24,-58.0493,-127.1579,2903455,2,2024-02-03,380,0
29,-58.0065,-124.9643,2903455,1,2024-03-25,460,1
31,-57.6666,-124.4954,2903455,3,2024-04-15,420,1
33,-56.5154,-121.1172,2903455,1,2024-05-05,540,0
35,-53.9726,-118.7117,2903455,2,2024-05-26,460,0
36,-54.3934,-118.4815,2903455,1,2024-06-05,380,0
38,-55.1823,-120.5655,2903455,1,2024-06-26,420,0
42,-53.9261,-119.8438,2903455,1,2024-08-06,540,1
44,-52.453,-118.8397,2903455,3,2024-08-26,660,0
45,-52.112,-118.9968,2903455,1,2024-09-06,540,0
1,-55.053,-159.929,2903456,0,2023-06-09,420,0
3,-55.0037,-159.1878,2903456,1,2023-06-30,420,1
5,-54.7277,-157.8034,2903456,1,2023-07-20,540,0
6,-54.5421,-157.1615,2903456,1,2023-07-31,500,0
9,-53.4591,-154.0051,2903456,2,2023-08-31,660,0
10,-53.4368,-151.8486,2903456,2,2023-09-10,380,1
12,-52.8113,-149.6626,2903456,0,2023-09-30,460,1
15,-54.0652,-148.3147,2903456,0,2023-10-31,460,1
22,-54.464,-140.4322,2903456,2,2024-01-12,540,0
26,-54.2549,-143.6822,2903456,2,2024-02-22,700,0
30,-53.8458,-141.9022,2903456,2,2024-04-03,700,0
35,-55.701,-136.1314,2903456,0,2024-05-25,420,1
37,-54.2978,-133.0969,2903456,2,2024-06-14,460,0
25,-47.7695,-150.4167,2903457,0,2024-02-08,500,0
39,0.9128,-104.1026,2903462,0,2024-06-10,260,1
7,3.5111,-99.9227,2903463,2,2023-07-26,220,1
13,2.0734,82.645,2903464,0,2023-10-31,260,0
15,1.5401,82.5201,2903464,0,2023-11-21,220,0
21,1.7665,83.2703,2903464,0,2024-01-21,500,0
24,-4.1344,84.9126,2903465,1,2024-01-26,220,1
41,-4.6619,87.3281,2903465,0,2024-07-14,260,0
45,-4.2857,88.0278,2903465,0,2024-08-23,220,0
46,-4.6396,88.0262,2903465,2,2024-09-02,220,0
7,1.9748000000000001,81.5057,2903466,0,2023-09-02,380,0
11,1.2976,78.3782,2903466,0,2023-10-12,460,0
32,1.6078,76.2587,2903466,0,2024-05-10,420,0
37,0.8291,70.0454,2903466,0,2024-06-29,340,0
11,-10.1793,88.6109,2903467,0,2023-10-16,300,0
14,-10.1686,88.3729,2903467,0,2023-11-15,380,1
24,-10.3005,89.779,2903467,3,2024-02-23,340,1
27,-10.6619,92.2907,2903467,0,2024-03-24,220,0
29,-10.0245,91.6955,2903467,1,2024-04-13,380,1
30,-9.9352,91.3113,2903467,0,2024-04-23,460,0
10,-18.6451,99.7557,2903468,0,2023-10-08,220,1
16,-18.9314,100.8703,2903468,0,2023-12-08,220,1
24,-17.6441,102.7967,2903468,0,2024-02-28,220,1
29,-18.1446,101.5234,2903468,3,2024-04-20,260,1
30,-18.4863,101.0656,2903468,2,2024-04-30,260,1
35,-18.8163,100.9612,2903468,0,2024-06-21,260,1
40,-18.2063,98.6777,2903468,0,2024-08-11,260,1
1,-45.507,-21.0005,2903470,0,2023-10-01,460,0
29,-40.1746,32.0851,2903472,2,2024-07-07,700,0
2,-46.0994,-28.5955,2903473,1,2023-10-12,420,0
5,-44.8723,-28.4891,2903473,3,2023-11-12,460,0
13,-46.2724,-20.577,2903473,0,2024-02-02,460,0
14,-46.8269,-18.522,2903473,3,2024-02-12,500,0
1,-48.0377,-40.003,2903474,0,2023-10-04,260,1
2,-47.807,-36.1718,2903474,0,2023-10-14,260,1
26,-45.5629,-37.8517,2903474,0,2024-06-17,620,0
176,51.594,168.482,2903666,0,2022-07-12,220,1
22,46.57,161.021,2903669,0,2021-04-09,260,0
23,46.612,161.733,2903669,0,2021-04-14,540,0
24,46.667,162.266,2903669,0,2021-04-19,420,0
25,46.634,162.705,2903669,0,2021-04-24,660,0
36,47.263,163.072,2903669,0,2021-06-18,340,0
38,47.426,162.942,2903669,0,2021-06-28,220,0
39,47.508,162.831,2903669,0,2021-07-03,500,0
40,47.559,162.67,2903669,0,2021-07-08,580,0
45,47.031,161.866,2903669,0,2021-08-02,380,0
74,47.385,162.606,2903669,0,2021-12-25,300,0
75,47.568,162.75,2903669,0,2021-12-30,340,0
81,48.6,162.282,2903669,0,2022-01-29,300,0
83,48.749,161.949,2903669,0,2022-02-08,460,0
84,48.761,161.82,2903669,0,2022-02-13,300,0
123,48.104,161.227,2903669,0,2022-08-27,340,1
124,48.347,161.278,2903669,0,2022-09-01,300,1
134,47.471,162.661,2903669,2,2022-10-21,460,0
136,47.738,162.4,2903669,0,2022-10-31,300,0
137,47.862,162.498,2903669,0,2022-11-05,260,1
138,47.971,162.688,2903669,2,2022-11-10,340,0
140,48.072,163.316,2903669,0,2022-11-20,340,0
2,32.322,144.742,2903672,0,2021-03-07,260,1
3,32.308,144.788,2903672,0,2021-03-08,300,1
4,32.291,144.818,2903672,0,2021-03-09,260,1
5,32.281,144.827,2903672,0,2021-03-10,260,1
6,32.268,144.846,2903672,0,2021-03-11,300,1
9,32.321,144.889,2903672,0,2021-03-14,220,1
10,32.362,144.903,2903672,0,2021-03-15,300,1
14,32.611,144.763,2903672,0,2021-03-19,260,1
16,32.731,144.613,2903672,0,2021-03-21,260,1
19,32.954,144.075,2903672,0,2021-03-28,260,1
42,36.93,145.024,2903672,0,2021-07-21,620,0
46,35.075,147.962,2903672,0,2021-08-10,700,0
51,36.879,150.486,2903672,1,2021-09-04,540,0
53,36.455,151.964,2903672,0,2021-09-14,300,1
54,36.067,151.736,2903672,0,2021-09-19,380,1
62,37.114,151.896,2903672,0,2021-10-29,260,1
66,35.523,153.606,2903672,0,2021-11-18,220,0
71,34.637,153.889,2903672,0,2021-12-13,220,0
73,34.23,154.008,2903672,2,2021-12-23,300,1
77,33.761,154.494,2903672,0,2022-01-12,260,1
79,33.275,155.051,2903672,0,2022-01-22,260,1
81,33.58,156.187,2903672,0,2022-02-01,420,0
82,34.061,156.31,2903672,0,2022-02-06,340,0
87,34.611,153.473,2903672,0,2022-03-03,340,1
91,33.299,152.082,2903672,0,2022-03-23,220,1
93,33.071,151.654,2903672,0,2022-04-02,300,1
95,32.882,151.345,2903672,0,2022-04-12,260,1
97,32.592,151.499,2903672,1,2022-04-22,220,1
100,32.651,150.797,2903672,1,2022-05-07,340,1
101,32.687,150.621,2903672,1,2022-05-12,340,1
102,32.714,150.67,2903672,0,2022-05-17,260,1
103,32.611,151.062,2903672,0,2022-05-22,300,1
112,31.824,152.609,2903672,0,2022-07-06,220,0
118,30.626,152.068,2903672,0,2022-08-05,220,0
126,29.794,152.704,2903672,0,2022-09-14,260,1
42,-25.881271500000004,-163.1933,2903783,0,2024-01-12,300,1
58,-26.287956,-164.29347966666666,2903783,0,2024-06-20,220,1
3,66.92716166666668,-1.8640173333333332,2903794,0,2023-05-22,300,1
4,66.69185416666666,-1.858305,2903794,1,2023-05-27,220,0
7,66.75759533333333,-1.9367873333333336,2903794,0,2023-06-13,220,0
8,66.81900383333333,-2.0368481666666667,2903794,0,2023-06-19,220,0
15,66.43254466666667,-1.4279913333333334,2903794,2,2023-07-27,220,0
20,67.24726083333333,-1.6045835000000002,2903794,0,2023-08-24,300,0
21,67.34861066666667,-1.690332333333333,2903794,1,2023-08-29,340,0
22,67.5007975,-1.2955389999999998,2903794,0,2023-09-03,220,0
24,67.24805383333334,-0.8452056666666666,2903794,2,2023-09-14,260,0
26,66.95657466666667,-1.3171491666666666,2903794,0,2023-09-26,260,0
28,67.12018733333333,-1.9092785,2903794,3,2023-10-06,300,1
29,67.22200833333333,-2.0332315,2903794,0,2023-10-12,260,0
35,68.38120566666666,-0.9168528333333332,2903794,0,2023-11-14,220,0
37,68.8031925,-1.748436833333333,2903794,2,2023-11-25,260,0
52,68.26068083333332,-2.4814453333333333,2903794,0,2024-02-15,420,0
62,67.82614749999999,-1.6586426666666667,2903794,0,2024-04-11,220,1
76,67.31176866666667,-0.5137815,2903794,0,2024-05-31,220,1
77,67.25952000000001,-0.5408996666666667,2903794,3,2024-06-02,220,1
78,67.21484083333333,-0.5186873333333334,2903794,0,2024-06-03,220,1
83,67.0988755,-0.16631966666666667,2903794,2,2024-06-09,220,0
87,67.32239283333334,-0.03532133333333333,2903794,0,2024-06-14,300,0
88,67.37516716666667,-0.04896666666666667,2903794,0,2024-06-15,220,0
89,67.41542933333334,-0.08551299999999999,2903794,0,2024-06-17,220,0
90,67.45885533333333,-0.1230515,2903794,0,2024-06-18,220,0
99,67.65401683333333,-0.2409295,2903794,0,2024-07-25,220,0
36,1.3398,-174.3385,2903856,0,2024-08-27,260,0
8,-15.9369,-82.4827,2903858,0,2024-02-21,340,0
9,-51.4162,-167.8388,2903866,0,2024-07-05,220,0
11,-51.6736,-165.1807,2903866,0,2024-07-26,380,0
13,-50.5258,-163.7898,2903866,2,2024-08-15,500,0
6,-64.4299,143.8481,2903867,1,2024-03-17,220,1
12,-36.358385,-27.208568333333332,3901497,0,2014-11-05,260,1
20,-36.482526666666665,-26.866036666666663,3901497,0,2014-11-13,260,1
40,-36.41958,-26.645965,3901497,0,2015-02-05,220,1
42,-36.42207833333333,-26.438836666666667,3901497,0,2015-02-15,260,1
61,-37.84095166666667,-24.042175,3901497,0,2015-05-21,220,0
79,-38.62882833333333,-23.144016666666666,3901497,0,2015-08-19,300,1
94,-38.687281666666664,-21.714731666666665,3901497,0,2015-11-02,220,1
95,-38.61280333333333,-21.592963333333337,3901497,0,2015-11-07,220,1
172,-34.918973333333334,-14.85365,3901497,0,2016-10-24,220,1
182,-33.36816666666667,-13.481025,3901497,1,2016-12-07,260,1
185,-33.41645,-13.245176666666667,3901497,1,2016-12-13,260,1
201,-34.82185666666667,-13.988203333333333,3901497,2,2017-02-28,340,1
208,-34.068706666666664,-13.929843333333332,3901497,2,2017-04-04,340,1
209,-33.979256666666664,-14.276231666666666,3901497,2,2017-04-09,300,1
226,-33.199691666666666,-18.218733333333333,3901497,2,2017-06-29,340,1
232,-33.057505,-18.289501666666663,3901497,2,2017-07-29,340,1
246,-31.812148333333333,-20.494393333333335,3901497,1,2017-10-07,340,1
