CYCLE_NUMBER,LATITUDE,LONGITUDE,WMO,Category,TIME,PRES_ADJUSTED,CONSISTENT_ANOM
385,-44.184,132.14,5903649,0,2012-03-24,380,1
390,-43.975,132.096,5903649,0,2012-03-30,380,1
392,-43.943,132.303,5903649,0,2012-03-31,380,1
395,-43.901,132.105,5903649,0,2012-04-05,340,1
404,-44.481,132.297,5903649,0,2012-04-14,300,1
38,-48.227,143.82,5903678,0,2011-06-14,220,1
40,-48.201,143.908,5903678,0,2011-06-15,220,1
41,-48.18,143.937,5903678,0,2011-06-15,220,1
46,-47.974,144.653,5903678,0,2011-06-24,580,1
47,-47.969,144.673,5903678,0,2011-06-24,220,1
48,-47.966,144.691,5903678,0,2011-06-24,220,1
49,-47.964,144.722,5903678,0,2011-06-25,220,1
50,-47.967,144.753,5903678,0,2011-06-25,220,1
51,-47.966,144.778,5903678,0,2011-06-25,220,1
53,-47.904,145.24,5903678,0,2011-07-03,220,1
56,-47.891,145.357,5903678,0,2011-07-04,260,1
57,-47.887,145.39,5903678,0,2011-07-04,260,0
58,-47.87,145.416,5903678,0,2011-07-04,260,1
59,-47.867,145.439,5903678,0,2011-07-05,220,0
60,-47.836,145.732,5903678,0,2011-07-08,340,1
61,-47.697,145.859,5903678,0,2011-07-12,380,1
62,-47.681,145.868,5903678,0,2011-07-13,380,1
63,-47.667,145.898,5903678,0,2011-07-13,380,1
64,-47.653,145.911,5903678,0,2011-07-13,380,1
65,-47.639,145.933,5903678,0,2011-07-14,380,1
66,-47.623,145.977,5903678,0,2011-07-14,380,1
67,-47.599,146.024,5903678,0,2011-07-14,380,1
68,-47.591,146.064,5903678,0,2011-07-15,380,1
69,-47.405,146.111,5903678,0,2011-07-18,340,1
74,-46.864,145.904,5903678,2,2011-07-27,220,0
79,-46.38,146.155,5903678,0,2011-08-04,660,1
87,-46.139,146.576,5903678,0,2011-08-14,660,0
93,-46.314,145.886,5903678,0,2011-08-19,380,0
109,-46.899,146.787,5903678,0,2011-09-07,420,1
110,-46.689,146.755,5903678,3,2011-09-11,580,0
117,-46.551,147.5,5903678,2,2011-09-17,380,1
120,-46.534,148.225,5903678,0,2011-09-22,500,0
122,-46.51,148.409,5903678,0,2011-09-22,540,1
124,-46.496,148.592,5903678,0,2011-09-23,540,1
133,-46.225,149.674,5903678,2,2011-10-06,500,0
134,-46.23,149.626,5903678,0,2011-10-10,220,0
148,-45.297,148.797,5903678,2,2011-10-24,540,0
156,-46.178,147.671,5903678,2,2011-11-03,620,1
160,-46.564,147.658,5903678,0,2011-11-08,220,1
163,-47.281,147.48,5903678,0,2011-11-16,540,0
165,-47.678,147.884,5903678,3,2011-11-20,220,0
166,-47.726,147.988,5903678,0,2011-11-20,300,0
190,-46.46,148.495,5903678,0,2011-12-11,460,0
228,-46.074,147.653,5903678,0,2012-01-10,460,1
239,-45.704,146.714,5903678,0,2012-01-22,500,1
256,-45.216,145.283,5903678,2,2012-02-05,380,0
266,-45.281,144.36,5903678,1,2012-02-13,260,0
313,-43.812,143.376,5903678,0,2012-03-25,260,0
467,-41.666,142.096,5903678,0,2012-08-15,220,1
468,-41.692,142.089,5903678,0,2012-08-15,220,1
474,-41.941,142.048,5903678,0,2012-08-21,220,1
476,-41.998,142.047,5903678,0,2012-08-22,220,1
483,-42.098,142.19,5903678,0,2012-08-29,220,1
486,-42.114,142.274,5903678,0,2012-09-02,220,1
488,-42.114,142.338,5903678,0,2012-09-03,220,1
490,-42.097,142.404,5903678,0,2012-09-04,220,1
494,-41.999,142.566,5903678,0,2012-09-09,220,1
495,-41.975,142.601,5903678,0,2012-09-10,220,1
496,-41.951,142.632,5903678,0,2012-09-10,220,1
497,-41.927,142.65,5903678,0,2012-09-10,220,1
498,-41.895,142.676,5903678,0,2012-09-11,220,1
499,-41.87,142.71,5903678,0,2012-09-11,260,1
500,-41.834,142.738,5903678,0,2012-09-12,220,1
501,-41.789,142.765,5903678,0,2012-09-12,220,1
511,-41.328,142.858,5903678,2,2012-09-23,260,1
520,-41.335,143.289,5903678,0,2012-10-01,260,1
527,-41.573,143.796,5903678,0,2012-10-07,300,1
528,-41.614,143.803,5903678,0,2012-10-08,300,1
530,-41.678,143.804,5903678,0,2012-10-09,300,1
5,-46.979,142.013,5903679,0,2011-04-27,540,1
14,-47.476,142.008,5903679,3,2011-05-07,700,0
28,-48.501,142.735,5903679,0,2011-06-01,300,0
29,-48.527,142.761,5903679,0,2011-06-01,300,0
33,-48.643,143.013,5903679,0,2011-06-06,220,0
37,-48.676,143.263,5903679,0,2011-06-11,220,1
38,-48.679,143.297,5903679,0,2011-06-11,220,0
40,-48.685,143.337,5903679,0,2011-06-12,220,0
41,-48.672,143.593,5903679,0,2011-06-15,220,1
43,-48.59,143.863,5903679,0,2011-06-19,220,0
45,-48.535,143.865,5903679,0,2011-06-20,260,1
46,-48.502,143.872,5903679,0,2011-06-20,260,0
58,-47.844,145.03,5903679,0,2011-07-08,300,1
59,-47.812,145.083,5903679,0,2011-07-08,300,1
60,-47.777,145.102,5903679,0,2011-07-08,540,1
61,-47.758,145.132,5903679,0,2011-07-09,340,1
62,-47.732,145.151,5903679,0,2011-07-09,300,1
63,-47.71,145.16,5903679,3,2011-07-10,300,1
69,-47.441,145.279,5903679,3,2011-07-18,380,0
76,-47.307,145.293,5903679,1,2011-07-27,340,0
77,-47.304,145.34,5903679,1,2011-07-28,340,0
79,-47.248,145.205,5903679,2,2011-08-01,420,0
80,-47.23,144.969,5903679,0,2011-08-04,620,1
93,-47.633,144.562,5903679,0,2011-08-15,300,1
106,-47.985,143.377,5903679,0,2011-09-03,420,1
111,-48.057,142.72,5903679,1,2011-09-11,500,1
112,-48.044,142.651,5903679,0,2011-09-11,500,1
113,-48.021,142.571,5903679,0,2011-09-12,460,1
114,-48,142.508,5903679,0,2011-09-12,460,0
117,-47.91,142.304,5903679,0,2011-09-13,500,0
118,-47.774,142.041,5903679,0,2011-09-17,460,1
121,-47.708,141.893,5903679,0,2011-09-21,460,1
124,-47.708,141.828,5903679,1,2011-09-22,500,1
128,-47.627,141.551,5903679,0,2011-09-30,500,1
133,-47.581,141.487,5903679,2,2011-10-05,540,1
207,-48.126,144.873,5903679,4,2011-12-24,300,1
264,-45.563,144.639,5903679,0,2012-02-21,660,0
271,-44.955,143.875,5903679,0,2012-03-27,660,0
275,-44.531,142.861,5903679,1,2012-04-16,220,0
298,-43.948,138.308,5903679,0,2012-08-09,220,1
299,-44.083,138.043,5903679,0,2012-08-14,220,1
301,-44.329,137.605,5903679,0,2012-08-24,260,1
302,-44.384,137.449,5903679,3,2012-08-29,260,1
303,-44.449,137.252,5903679,0,2012-09-03,260,1
304,-44.498,137.096,5903679,0,2012-09-08,260,1
307,-44.644,136.651,5903679,0,2012-09-23,300,1
308,-44.671,136.477,5903679,0,2012-09-28,260,0
309,-44.726,136.271,5903679,0,2012-10-03,260,1
310,-44.793,136.143,5903679,2,2012-10-08,260,1
314,-45.09,135.815,5903679,3,2012-10-29,300,0
315,-45.16,135.753,5903679,0,2012-11-03,300,0
316,-45.253,135.686,5903679,0,2012-11-08,300,0
323,-45.088,135.778,5903679,0,2012-12-13,340,0
325,-44.948,135.611,5903679,2,2012-12-23,380,0
327,-44.825,135.389,5903679,0,2013-01-02,380,0
328,-44.815,135.234,5903679,0,2013-01-07,300,0
335,-45.485,134.012,5903679,0,2013-02-11,420,1
336,-45.512,134.108,5903679,0,2013-02-16,420,1
386,-41.282,134.752,5903679,0,2013-11-08,260,1
388,-40.447,135.767,5903679,0,2013-11-27,260,0
84,-66.80271356661896,-178.35332306275097,5903717,2,2013-04-24,460,0
1,-49.935,178.065,5903718,0,2012-03-06,540,0
26,-52.165,-164.573,5903718,1,2012-07-13,500,0
33,-50.051,-162.07,5903718,1,2012-08-18,220,0
34,-50.375,-162.049,5903718,2,2012-08-23,220,1
43,-50.001,-161.084,5903718,2,2012-10-09,500,0
47,-50.943,-160.713,5903718,0,2012-10-30,420,1
49,-50.871,-160.378,5903718,1,2012-11-09,540,0
50,-51.007,-159.853,5903718,1,2012-11-14,540,0
54,-51.813,-159.485,5903718,1,2012-12-05,500,0
55,-51.937,-159.274,5903718,0,2012-12-10,620,0
58,-52.412,-158.049,5903718,1,2012-12-26,260,0
63,-52.447,-151.096,5903718,0,2013-01-21,500,0
64,-52.014,-150.04,5903718,1,2013-01-26,660,0
91,-50.847,-148.079,5903718,2,2013-06-15,500,0
105,-52.888,-144.228,5903718,0,2013-08-27,340,0
106,-52.694,-144.165,5903718,1,2013-09-01,420,0
108,-52.085,-143.544,5903718,1,2013-09-12,420,0
110,-50.531,-142.974,5903718,1,2013-09-22,460,0
111,-50.794,-141.984,5903718,1,2013-09-27,460,0
113,-52.504,-140.05,5903718,1,2013-10-08,620,0
114,-52.662,-139.301,5903718,1,2013-10-13,260,0
115,-52.693,-138.032,5903718,1,2013-10-18,460,0
118,-53.331,-135.658,5903718,1,2013-11-02,420,0
120,-53.394,-134.507,5903718,1,2013-11-13,500,0
125,-56.045,-131.128,5903718,1,2013-12-09,340,0
127,-56.455,-129.209,5903718,1,2013-12-19,420,0
128,-56.432,-128.507,5903718,0,2013-12-24,420,0
129,-56.552,-127.449,5903718,1,2013-12-30,460,0
134,-57.833,-125.878,5903718,3,2014-01-25,420,0
135,-58.233,-125.393,5903718,1,2014-01-30,660,0
136,-58.472,-125.877,5903718,1,2014-02-04,540,0
137,-58.802,-125.506,5903718,2,2014-02-09,420,0
139,-58.186,-123.27,5903718,1,2014-02-20,380,0
142,-58.237,-121.055,5903718,1,2014-03-07,540,1
148,-58.583,-120.645,5903718,0,2014-04-07,420,0
149,-58.996,-120.183,5903718,1,2014-04-13,500,1
150,-59.057,-119.212,5903718,1,2014-04-18,340,0
151,-58.964,-117.949,5903718,3,2014-04-23,420,1
156,-58.879,-113.971,5903718,0,2014-05-19,420,1
167,-61.071,-105.812,5903718,0,2014-07-15,220,1
168,-60.709,-106.167,5903718,0,2014-07-21,220,1
169,-60.322,-106.833,5903718,0,2014-07-26,220,1
172,-60.415316848391086,-108.18477273065974,5903718,1,2014-08-10,300,1
175,-61.503,-107.383,5903718,0,2014-08-26,220,1
177,-61.699,-106.069,5903718,2,2014-09-05,420,1
182,-61.375,-104.621,5903718,0,2014-10-01,260,1
183,-61.435,-104.406,5903718,0,2014-10-07,220,1
249,-63.266,-84.793,5903718,0,2015-09-16,260,1
24,75.734,-2.873,5903887,0,2012-12-17,460,0
26,75.86,-1.969,5903887,2,2012-12-27,420,1
29,76.066,-3.351,5903887,0,2013-01-12,380,0
30,75.815,-3.782,5903887,1,2013-01-17,500,0
39,76.025,-2.002,5903887,0,2013-03-04,460,1
42,75.858,-0.734,5903887,1,2013-03-20,460,1
46,75.324,-1.163,5903887,2,2013-04-09,460,0
50,75.076,-0.778,5903887,1,2013-04-30,500,0
72,74.195,-6.32,5903887,1,2013-08-22,420,1
85,74.661,-8.44,5903887,1,2013-10-28,620,0
119,73.721,-12.457,5903887,1,2014-04-22,500,0
121,73.614,-12.493,5903887,1,2014-05-02,500,0
123,73.507,-12.53,5903887,1,2014-05-12,620,0
124,73.454,-12.548,5903887,1,2014-05-18,620,0
224,71.312,-4.168,5903887,1,2015-10-21,260,0
225,71.449,-3.988,5903887,1,2015-10-26,260,0
227,71.573,-3.342,5903887,1,2015-11-05,260,0
243,71.133,-5.621,5903887,2,2016-01-27,220,0
246,71.213,-4.838,5903887,0,2016-02-12,220,0
250,70.943,-6.389,5903887,0,2016-03-04,220,0
24,34.981,-121.925,5904021,0,2013-03-17,260,0
40,35.623,-122.635,5904021,1,2013-06-09,260,0
45,35.266,-122.199,5904021,0,2013-07-04,420,0
47,35.053,-122.056,5904021,0,2013-07-15,420,0
48,34.956,-122.125,5904021,2,2013-07-20,420,0
102,33.53,-125.81,5904021,0,2014-04-26,260,1
189,34.186,-130.083,5904021,0,2015-07-23,260,1
231,33.104,-129.307,5904021,0,2016-02-26,300,1
151,-60.913,165.927,5904104,2,2015-10-18,340,1
152,-60.865,166.213,5904104,1,2015-10-25,340,1
153,-60.92,165.86,5904104,0,2015-11-01,220,1
158,-61.773,167.144,5904104,3,2015-12-07,220,1
167,-62.489,167.923,5904104,0,2016-02-10,220,1
178,-62.715,174.021,5904104,1,2016-04-29,340,1
181,-62.789,176.601,5904104,0,2016-05-21,420,0
186,-62.938,178.225,5904104,3,2016-06-26,420,1
188,-62.861,179.421,5904104,2,2016-07-10,340,0
242,-60.04,-159.085,5904104,3,2017-08-04,220,1
244,-59.439,-159.137,5904104,1,2017-08-18,300,0
256,-59.391,-158.047,5904104,0,2017-11-13,300,1
260,-59.142,-157.604,5904104,2,2017-12-12,380,1
261,-59.084,-157.674,5904104,0,2017-12-19,260,1
262,-58.979,-157.758,5904104,2,2017-12-26,300,1
10,-65.007,150.995,5904105,3,2013-04-18,220,0
11,-64.995,150.869,5904105,2,2013-04-24,500,1
20,-64.89,149.735,5904105,1,2013-06-09,340,1
21,-64.879,149.61,5904105,1,2013-06-14,260,1
22,-64.867,149.484,5904105,1,2013-06-19,220,1
23,-64.855,149.358,5904105,1,2013-06-24,300,1
27,-64.808,148.854,5904105,0,2013-07-15,380,1
32,-64.75,148.225,5904105,1,2013-08-09,300,1
33,-64.738,148.099,5904105,0,2013-08-15,380,1
36,-64.703,147.721,5904105,1,2013-08-30,300,1
38,-64.68,147.47,5904105,1,2013-09-09,420,1
65,-64.896,148.382,5904105,0,2014-02-06,460,1
72,-65.327,153.581,5904105,0,2014-03-29,460,1
74,-65.324,153.273,5904105,2,2014-04-12,420,0
81,-65.316,152.195,5904105,3,2014-06-01,500,1
92,-65.30250088099704,150.50009103636026,5904105,1,2014-08-19,300,NA
99,-65.283,149.312,5904105,1,2014-10-08,220,0
100,-65.272,149.056,5904105,1,2014-10-15,500,1
108,-64.726,151.301,5904105,2,2014-12-12,260,1
184,-63.421,-178.965,5904105,1,2016-06-11,500,1
3,-60.605,174.55,5904179,0,2014-04-16,460,1
8,-60.014,176.977,5904179,0,2014-06-07,220,1
9,-59.78,178.602,5904179,2,2014-06-17,380,1
14,-58.577,-178.284,5904179,0,2014-08-08,260,1
21,-57.003,-173.882,5904179,0,2014-10-19,220,0
30,-57.173,-173.705,5904179,0,2015-01-20,220,0
35,-57.659,-172.952,5904179,0,2015-03-12,220,0
38,-56.827,-172.269,5904179,3,2015-04-13,260,0
49,-57.816,-168.39,5904179,0,2015-08-04,220,0
50,-57.049,-167.448,5904179,1,2015-08-15,260,1
54,-56.261,-166.997,5904179,1,2015-09-25,260,1
55,-56.165,-166.896,5904179,3,2015-10-05,300,1
56,-56.081,-166.809,5904179,1,2015-10-16,300,1
61,-55.633,-166.021,5904179,0,2015-12-06,260,0
66,-55.43,-166.185,5904179,0,2016-01-27,300,0
68,-55.729,-166.654,5904179,0,2016-02-16,460,0
74,-55.318,-168.111,5904179,1,2016-04-18,420,0
75,-55.256,-168.589,5904179,0,2016-04-28,420,0
78,-54.899,-168.71,5904179,1,2016-05-29,380,1
81,-54.672,-168.494,5904179,0,2016-06-29,220,1
82,-54.851,-167.252,5904179,0,2016-07-09,380,1
84,-55.911,-168.05,5904179,0,2016-07-30,380,1
88,-53.944,-168.097,5904179,0,2016-09-09,300,0
89,-54.817,-168.032,5904179,0,2016-09-20,220,0
97,-56.927,-167.298,5904179,0,2016-12-11,300,0
102,-55.228,-165.853,5904179,0,2017-02-01,260,0
103,-54.72,-165.627,5904179,0,2017-02-11,300,0
105,-54.254,-163.21,5904179,2,2017-03-04,260,0
106,-54.562,-162.928,5904179,2,2017-03-14,260,0
112,-53.96,-159.4,5904179,0,2017-05-15,380,0
114,-54.255,-157.857,5904179,1,2017-06-04,340,0
120,-54.422,-150.684,5904179,0,2017-08-06,260,1
122,-54.96,-146.383,5904179,2,2017-08-26,260,1
123,-56.066,-141.335,5904179,1,2017-09-06,220,0
124,-57.502,-137.173,5904179,2,2017-09-16,300,1
125,-56.646,-135.824,5904179,0,2017-09-26,420,0
126,-56.218,-133.396,5904179,1,2017-10-07,220,0
127,-56.223,-132.002,5904179,0,2017-10-18,260,0
128,-56.394,-131.734,5904179,2,2017-10-28,340,1
129,-56.662,-130.705,5904179,1,2017-11-07,420,1
130,-57.588,-130.374,5904179,1,2017-11-17,220,1
132,-57.666,-130.447,5904179,1,2017-12-08,340,1
135,-59.371,-127.179,5904179,1,2018-01-08,380,0
136,-60.158,-124.544,5904179,1,2018-01-18,460,1
137,-59.109,-123.197,5904179,2,2018-01-29,260,1
138,-58.503,-120.152,5904179,2,2018-02-08,620,1
148,-61.529,-116.466,5904179,2,2018-05-22,380,1
152,-61.197,-117.286,5904179,0,2018-07-02,300,1
158,-61.969,-118.312,5904179,1,2018-09-02,220,1
160,-62.276,-118.967,5904179,1,2018-09-23,420,0
161,-62.351,-118.966,5904179,0,2018-10-03,420,1
164,-61.58,-114.829,5904179,1,2018-11-03,420,1
165,-62.701,-116.329,5904179,0,2018-11-13,260,1
171,-63.79,-113.209,5904179,0,2019-01-14,300,1
172,-63.844,-109.663,5904179,0,2019-01-24,420,1
173,-64.122,-108.216,5904179,0,2019-02-04,220,1
175,-64.39,-108.35,5904179,2,2019-02-24,260,1
193,-66.043,-103.025,5904179,0,2019-08-29,300,1
208,-61.338,-93.836,5904179,0,2020-01-31,260,0
86,-69.381,-147.005,5904183,0,2016-08-22,460,0
30,-62.096,-125.124,5904185,2,2015-02-01,300,0
35,-59.799,-119.528,5904185,2,2015-03-25,380,1
36,-60.297,-119.544,5904185,1,2015-04-04,260,1
44,-62.647,-114.284,5904185,1,2015-06-25,420,1
49,-61.75,-116.539,5904185,0,2015-08-16,220,1
50,-61.418,-117.096,5904185,0,2015-08-26,220,1
52,-60.989,-115.598,5904185,0,2015-09-16,220,1
54,-60.123,-112.93,5904185,0,2015-10-07,260,1
55,-59.939,-111.477,5904185,1,2015-10-17,300,1
57,-60.289,-109.255,5904185,1,2015-11-07,380,1
58,-59.678,-108.91,5904185,1,2015-11-17,300,0
59,-59.714,-107.673,5904185,1,2015-11-27,260,1
60,-59.904,-106.6,5904185,1,2015-12-08,420,1
61,-60.176,-106.454,5904185,2,2015-12-18,220,1
63,-60.561,-107.172,5904185,2,2016-01-08,260,0
64,-60.319,-107.689,5904185,0,2016-01-18,260,0
65,-60.051,-107.657,5904185,1,2016-01-28,260,0
69,-60.345,-103.183,5904185,0,2016-03-09,380,1
70,-60.829,-103.039,5904185,3,2016-03-20,220,0
71,-61.286,-103.49,5904185,1,2016-03-30,300,1
72,-61.561,-103.715,5904185,1,2016-04-09,220,1
73,-61.451,-104.202,5904185,1,2016-04-20,260,1
75,-61.304,-105.624,5904185,0,2016-05-10,220,1
76,-61.191,-104.894,5904185,0,2016-05-21,380,1
78,-61.231,-101.891,5904185,0,2016-06-10,220,1
96,-63.734,-101.243,5904185,0,2016-12-13,220,1
104,-61.971,-102.95,5904185,3,2017-03-05,260,0
109,-62.36,-98.147,5904185,1,2017-04-26,420,1
116,-62.367,-102.841,5904185,2,2017-07-07,420,1
120,-60.537,-102.951,5904185,0,2017-08-18,220,1
121,-60.347,-101.784,5904185,2,2017-08-29,260,1
122,-60.878,-100.889,5904185,0,2017-09-08,260,1
123,-61.387,-98.64,5904185,0,2017-09-18,260,1
124,-61.248,-96.722,5904185,1,2017-09-29,220,1
126,-62.017,-95.611,5904185,1,2017-10-19,380,1
127,-62.045,-94.894,5904185,1,2017-10-29,380,1
128,-62.366,-94.223,5904185,1,2017-11-09,260,0
129,-62.608,-93.135,5904185,1,2017-11-19,260,1
136,-61.652,-83.391,5904185,1,2018-01-30,420,1
138,-62.908,-82.269,5904185,0,2018-02-20,220,0
144,-62.775,-83.94,5904185,0,2018-04-23,220,1
146,-61.915,-81.609,5904185,1,2018-05-14,260,1
148,-61.135,-75.356,5904185,1,2018-06-03,420,1
149,-60.173,-74.221,5904185,1,2018-06-14,420,1
151,-59.75,-70.49,5904185,1,2018-07-04,500,1
152,-59.232,-67.98,5904185,2,2018-07-14,220,1
155,-58.021,-65.822,5904185,3,2018-08-14,420,1
156,-58.454,-63.036,5904185,0,2018-08-24,220,1
157,-57.327,-57.653,5904185,1,2018-09-04,220,0
161,-54.077,-50.821,5904185,1,2018-10-15,420,0
4,-50.99,-147.371,5904188,2,2014-05-01,420,1
8,-52.008,-142.826,5904188,1,2014-05-22,420,1
9,-51.82,-142.423,5904188,2,2014-05-27,420,1
11,-51.776,-141.536,5904188,1,2014-06-07,420,1
14,-50.909,-139.869,5904188,2,2014-06-23,620,0
16,-50.605,-140.253,5904188,2,2014-07-04,420,1
18,-50.565,-140.622,5904188,1,2014-07-14,420,1
20,-50.812,-140.4,5904188,1,2014-07-25,420,1
23,-50.828,-139.525,5904188,0,2014-08-10,420,1
24,-50.57,-139.25,5904188,2,2014-08-15,420,1
26,-49.993,-139.961,5904188,0,2014-08-25,460,1
27,-49.915,-140.457,5904188,0,2014-08-31,420,1
28,-49.98,-140.693,5904188,1,2014-09-05,420,1
29,-50.067,-140.686,5904188,0,2014-09-10,420,1
30,-50.129,-140.439,5904188,0,2014-09-16,420,1
32,-49.721,-140.299,5904188,2,2014-09-26,420,1
34,-49.384,-140.235,5904188,2,2014-10-07,340,1
83,-53.043,-133.937,5904188,1,2015-07-29,620,0
86,-53.169,-131.85,5904188,0,2015-08-28,380,1
89,-52.924,-130.921,5904188,0,2015-09-27,420,1
102,-54.16,-125.755,5904188,1,2016-02-05,620,0
130,-55.245,-125.894,5904188,1,2016-11-16,500,0
131,-55.045,-125.579,5904188,1,2016-11-26,660,0
136,-52.717,-128.349,5904188,0,2017-01-15,420,1
137,-53.35,-129.554,5904188,3,2017-01-25,420,1
152,-53.626,-125.969,5904188,0,2017-06-25,260,1
155,-52.471,-124.72,5904188,2,2017-07-26,420,0
158,-52.07,-122.786,5904188,1,2017-08-25,620,0
161,-51.485,-120.621,5904188,1,2017-09-24,420,1
163,-51.026,-120.457,5904188,1,2017-10-14,500,0
164,-50.698,-120.345,5904188,1,2017-10-24,500,0
165,-50.357,-119.992,5904188,0,2017-11-03,500,0
167,-49.604,-119.115,5904188,1,2017-11-23,500,0
169,-49.234,-118.198,5904188,1,2017-12-13,260,0
171,-49.367,-118.032,5904188,0,2018-01-02,540,0
186,-25.476,103.205,5904218,0,2012-10-01,260,1
1,-55.01,-150.011,5904396,2,2014-04-12,340,0
2,-55.031,-150.059,5904396,0,2014-04-17,220,0
4,-54.618,-149.732,5904396,1,2014-04-28,420,0
5,-54.087,-148.271,5904396,1,2014-05-03,500,0
8,-55.854,-143.475,5904396,0,2014-05-19,420,1
9,-55.098,-141.344,5904396,2,2014-05-24,460,1
10,-54.006,-141.835,5904396,1,2014-05-30,460,1
12,-53.956,-140.699,5904396,1,2014-06-09,540,1
13,-54.009,-140.846,5904396,1,2014-06-15,660,1
14,-53.553,-141.376,5904396,0,2014-06-20,700,0
15,-53.956,-141.096,5904396,1,2014-06-25,700,0
16,-54.235,-140.213,5904396,1,2014-07-01,700,0
19,-54.316,-139.687,5904396,1,2014-07-17,460,0
20,-54.524,-139.003,5904396,2,2014-07-22,460,0
21,-55.059,-138.318,5904396,2,2014-07-27,540,1
22,-54.968,-137.594,5904396,1,2014-08-02,380,1
25,-53.211,-132.783,5904396,1,2014-08-18,460,0
30,-52.48,-131.358,5904396,0,2014-09-14,260,1
32,-52.339,-132.132,5904396,0,2014-09-24,300,0
36,-52.297,-132.933,5904396,0,2014-10-16,380,1
39,-52.47,-132.5,5904396,1,2014-11-01,500,0
50,-51.905,-130.89,5904396,1,2014-12-30,500,0
52,-51.837,-129.582,5904396,1,2015-01-10,540,0
58,-54.97,-128.134,5904396,2,2015-02-11,460,0
59,-55.363,-125.495,5904396,1,2015-02-16,420,0
61,-55.148,-124.164,5904396,2,2015-02-27,420,0
62,-54.077,-124.678,5904396,2,2015-03-05,540,0
75,-51.903,-123.93,5904396,0,2015-05-14,460,0
79,-51.4,-125.523,5904396,1,2015-06-18,500,0
85,-52.261,-124.498,5904396,0,2015-08-18,380,0
90,-51.31,-120.274,5904396,0,2015-10-07,620,0
98,-49.191,-119.502,5904396,0,2015-12-27,500,0
99,-48.964,-119.216,5904396,1,2016-01-06,460,0
111,-50.362,-110.959,5904396,0,2016-05-06,500,0
116,-49.486,-109.797,5904396,0,2016-06-25,500,0
120,-48.693,-109.447,5904396,1,2016-08-05,460,0
127,-48.331,-110.126,5904396,0,2016-10-14,460,0
128,-48.423,-110.034,5904396,0,2016-10-24,460,0
41,-60.83,-6.324,5904397,0,2016-03-09,220,0
61,-60.332,-0.668,5904397,0,2016-10-01,220,0
77,-60.359,3.047,5904397,0,2017-03-14,220,0
101,-62.002,-1.907,5904397,0,2017-11-16,260,0
109,-61.975,-6.418,5904397,0,2018-02-08,260,0
70,-62.305,-8.269,5904467,0,2016-11-22,260,0
72,-62.317,-8.971,5904467,0,2016-12-13,420,0
36,-63.879,2.773,5904468,2,2016-01-15,420,1
61,-65.97,4.453,5904468,0,2016-09-28,260,1
62,-66,4.445,5904468,0,2016-10-09,340,1
64,-66.058,4.428,5904468,2,2016-10-29,420,1
70,-66.235,4.378,5904468,2,2016-12-30,420,1
72,-66.715,4.399,5904468,2,2017-01-19,620,1
73,-66.827,4.171,5904468,2,2017-01-30,540,1
75,-66.722,3.734,5904468,2,2017-02-19,380,1
76,-66.645,3.49,5904468,0,2017-03-02,460,1
79,-66.206,3.606,5904468,0,2017-04-02,500,1
90,-65.39,0.61,5904468,2,2017-07-24,340,1
92,-65.081,0.063,5904468,2,2017-08-13,500,1
95,-65.156,-0.193,5904468,1,2017-09-13,540,1
96,-64.938,0.426,5904468,2,2017-09-24,460,1
100,-65.003,0.992,5904468,3,2017-11-04,260,0
100,-59.059,28.495,5904469,0,2017-09-28,620,0
18,-47.798,142.869,5904470,0,2015-07-19,420,1
19,-47.529,142.552,5904470,0,2015-07-29,420,1
20,-47.347,143.096,5904470,0,2015-08-08,460,1
21,-46.97,144.935,5904470,3,2015-08-19,500,0
22,-46.012,145.445,5904470,0,2015-08-29,420,1
35,-45.48,142.321,5904470,0,2016-01-06,460,1
57,-48.819,140.16,5904470,2,2016-08-14,380,1
58,-48.566,140.279,5904470,0,2016-08-25,420,0
67,-51.829,151.399,5904470,1,2016-11-23,500,0
68,-50.702,150.274,5904470,1,2016-12-03,500,0
69,-51.091,149.71,5904470,2,2016-12-13,500,0
71,-51.509,150.392,5904470,1,2017-01-02,500,0
72,-50.515,153.636,5904470,1,2017-01-12,660,0
75,-50.499,155.16,5904470,2,2017-02-11,500,0
76,-50.504,154.811,5904470,0,2017-02-21,500,0
23,-66.30526282944257,1.5125078669702623,5904471,2,2015-08-04,420,0
40,-65.778,2.548,5904471,0,2016-01-27,500,0
41,-65.759,2.528,5904471,0,2016-02-07,220,0
42,-65.722,2.58,5904471,0,2016-02-17,460,0
57,-64.94,2.522,5904471,0,2016-07-21,460,0
67,-65.103,2.441,5904471,0,2016-10-31,300,0
70,-65.152,2.416,5904471,0,2016-12-01,220,0
72,-65.185,2.4,5904471,0,2016-12-21,380,1
80,-64.926,3.606,5904471,0,2017-03-14,420,1
86,-64.944,4.032,5904471,3,2017-05-15,420,1
91,-64.863,4.635,5904471,0,2017-07-06,420,1
93,-64.84937430323906,4.8187564943378165,5904471,0,2017-07-27,420,1
100,-64.803,5.251,5904471,1,2017-10-06,500,1
103,-64.838,6.405,5904471,1,2017-11-07,340,1
111,-64.491,5.752,5904471,2,2018-01-28,300,1
114,-64.413,4.478,5904471,0,2018-02-28,660,1
117,-64.512,5.582,5904471,2,2018-03-31,460,1
119,-65.458,5.796,5904471,1,2018-04-21,460,1
128,-66.31621530292065,5.557015479874572,5904471,2,2018-07-23,260,0
